1234567890
QWERTYUIOPASDFGHJKLZXCVBNM
qwertyuiopasdfghjklzxcvbnm
~!@#$%^&*()_+|-=\{}:’"<>?[];',./ ©△○□★☆⊙∞
■◆◇◎♣♧♡♥◈※→↑ ▲▼

English 한국어 日本語 繁體中文 ภาษาไทย 


夜, 念, 富, 止
key	_대분류	_소분류	_번역 안됨	en_US	ko_KR	ja_JP	zh_TW	th_TH	_스킬(영어원문 / 지우면 안됨)	_스킬(일어원문 / 지우면 안됨)	_스킬(중국어원문 / 지우면 안됨)	_스킬(태국어원문 / 지우면 안됨)	_비고2	1
21082			FALSE	<color=#ffffff>TOTAL</color><size=32> x{0}</size>	<color=#ffffff>TOTAL</color><size=32> x{0}</size>	<color=#ffffff>合計</color><size=32> x{0}</size>	<color=#ffffff>總計</color><size=32> x{0}</size>	<color=#ffffff>รวม</color><size=32> x{0}</size>						
21083			FALSE	CLAIM	받기	受け取る	領取	รับ						
21084			FALSE	DAILY CAPSULE	매일 캡슐	デイリーカプセル	每日膠囊	แคปซูลรายวัน						
21089			FALSE	PURPLE CAPSULE	퍼플 캡슐	パープルカプセル	紫色膠囊	แคปซูลสีม่วง						
21090			FALSE	"Get Random Guardian
<color=#8c1aff>★4</color>"	"랜덤 가디언 획득
<color=#8c1aff>★4</color>"	"ランダムにガーディアンを獲得
<color=#8c1aff>★4</color>"	"隨機領取守護者
<color=#8c1aff>★4</color>"	"รับ ผู้พิทักษ์ แบบสุ่ม
<color=#8c1aff>★4</color>"						
21091		이벤트 경품(가챠볼)	FALSE	CAPSULES	가챠볼	ガチャボール	扭蛋球	ลูกกาชาปอง						
21092			FALSE	THIS IS EVENT ITEM.	가챠볼	ガチャボール	扭蛋球	ลูกกาชาปอง						
21093		5성 로얄 캡슐(태생3to5성)	FALSE	★5 ROYAL CAPSULE	5성 로얄 캡슐	★5 ロイヤルカプセル	★5 皇家膠囊	แคปซูล Royal ★5						
21094		5성 로얄 캡슐(태생3to5성) 설명	FALSE	"Get Random Guardian
<color=#eea430>★5</color>"	"랜덤 가디언 획득
<color=#eea430>★5</color>"	"ランダムにガーディアンを獲得
<color=#eea430>★5</color>"	"隨機領取守護者
<color=#eea430>★5</color>"	"รับ ผู้พิทักษ์ แบบสุ่ม
<color=#eea430>★5</color>"						
21095		5성 로얄 캡슐 패키지 구매 현황 문구	FALSE	AVAILABLE FOR MONTHLY PURCHASE. ( {0} / {1} )	월 구매 가능 ({0}/{1})	月間購入可能です。({0}/{1})	可月度購買。({0}/{1})	สามารถซื้อรายเดือน ({0}/{1})						
21096		5성 로얄 캡슐 챔피언 등장표	FALSE	Guardian Appearance List	가디언 등장 리스트	ガーディアン出現リスト	守護者出現列表	รายการ ผู้พิทักษ์ ที่ปรากฏ						
21097		보라 토큰	FALSE	$BORA	$BORA	$BORA	$BORA	$BORA						
21101	큐브	큐브 상품1	FALSE	GEM 1400	젬 1400	ジェム 1400	寶石 1400	เจม 1400						
21102		큐브 상품2	FALSE	GEM 9000	젬 9000	ジェム 9000	寶石 9000	เจม 9000						
21103		큐브 상품3	FALSE	GEM 19000	젬 19000	ジェム 19000	寶石 19000	เจม 19000						
21104			FALSE	GEM 41000	젬 41000	ジェム 41000	寶石 41000	เจม 41000						
21105			FALSE	GEM 108000	젬 108000	ジェム 108000	寶石 108000	เจม 108000						
21106			FALSE	GEM 230000	젬 230000	ジェム 230000	寶石 230000	เจม 230000						
21107		빛과 어둠의 캡슐 패키지 상품명	FALSE	<color=#FFD669>Light</color> AND <color=#AD75FF>DARK</color>	<color=#FFD669>빛</color>과 <color=#AD75FF>어둠</color>	<color=#FFD669>光</color>と<color=#AD75FF>闇</color>	<color=#FFD669>光</color>與<color=#AD75FF>暗</color>	<color=#FFD669>แสง</color>และ<color=#AD75FF>ความมืด</color>						
21108			FALSE	IAP	IAP	IAP	IAP	IAP						
21109			FALSE	BOCA	BOCA	BOCA	BOCA	BOCA						
21110			FALSE	KAIA	KAIA	KAIA	KAIA	KAIA						
21111			FALSE	BOCA	BOCA	BOCA	BOCA	BOCA						
21112		빛과 어둠의 캡슐 패키지 상품명	FALSE	CAPSULE PACK	캡슐 팩	カプセルパック	膠囊包	แพ็กแคปซูล						
21113		빛과 어둠의 캡슐 패키지 상품명 (웹 이름)	FALSE	Light AND DARK	빛과 어둠	光と闇	光與暗	แสงและความมืด						
21114			FALSE	Event League Pack I	이벤트 리그팩 I	イベントリーグパック I	活動聯賽包 I	แพ็คลีกอีเวนต์ I						
21115			FALSE	Event League Pack II	이벤트 리그팩 II	イベントリーグパック II	活動聯賽包 II	แพ็คลีกอีเวนต์ II						
21116			FALSE	Event League Pack III	이벤트 리그팩 III	イベントリーグパック III	活動聯賽包 III	แพ็คลีกอีเวนต์ III						
21117			FALSE	Event League Pack IV	이벤트 리그팩 IV	イベントリーグパック IV	活動聯賽包 IV	แพ็คลีกอีเวนต์ IV						
21118			FALSE	Pickaxe	곡괭이	つるはし	鎬	พิคแอกซ์						
21119			FALSE	Gold Piece Pack I	골드 조각 팩 I	ゴールドのかけらパック I	黃金碎片包 I	แพ็คชิ้นส่วนทอง I						
21120			FALSE	Enhancement Flame Pack I	강화 불꽃 팩 I	強化フレイムパック I	強化火焰包 I	แพ็คเปลวไฟเสริมพลัง I						
21121			FALSE	Gold Capsule Pack I	골드 캡슐 팩 I	ゴールドカプセルパック I	黃金膠囊包 I	แพ็คแคปซูลทอง I						
21122			FALSE	Gold Pack I	골드 팩 I	ゴールドパック I	黃金包 I	แพ็คทอง I						
21123			FALSE	Fusion Core Pack I	퓨전 코어 팩 I	フュージョンコアパック I	融合核心包 I	แพ็คฟิวชั่นคอร์ I						
21124			FALSE	Gold Piece Pack II	골드 조각 팩 II	ゴールドのかけらパック II	黃金碎片包 II	แพ็คชิ้นส่วนทอง II						
21125			FALSE	Enhancement Flame Pack II	강화 불꽃 팩 II	強化フレイムパック II	強化火焰包 II	แพ็คเปลวไฟเสริมพลัง II						
21126			FALSE	Gold Capsule Pack II	골드 캡슐 팩 II	ゴールドカプセルパック II	黃金膠囊包 II	แพ็คแคปซูลทอง II						
21127			FALSE	Gold Pack II	골드 팩 II	ゴールドパック II	黃金包 II	แพ็คทอง II						
21128			FALSE	Fusion Core Pack II	퓨전 코어 팩 II	フュージョンコアパック II	融合核心包 II	แพ็คฟิวชั่นคอร์ II						
21129			FALSE	Purchase Offer ({0}/{1})	구매 제안({0}/{1})	購入オファー({0}/{1})	購買優惠({0}/{1})	ข้อเสนอซื้อ({0}/{1})						
21130			FALSE	Pickaxe Pack I	곡괭이 팩 I	つるはしパック I	鎬包 I	แพ็คพิคแอกซ์ I						
21131			FALSE	Pickaxe Pack II	곡괭이 팩 II	つるはしパック II	鎬包 II	แพ็คพิคแอกซ์ II						
21132			FALSE	Limited	한정	限定	限定	จำกัด						
21133			FALSE	Rune	룬	ルーン	符文	รูน						
21134			FALSE	Rune Piece	룬 조각	ルーンのかけら	符文碎片	ชิ้นส่วนรูน						
21135			FALSE	Fire Shard	불의 파편	火のかけら	火之碎片	เศษไฟ						
21136			FALSE	Aqua Shard	물의 파편	水のかけら	水之碎片	เศษน้ำ						
21137			FALSE	Wood Shard	나무 파편	木のかけら	木之碎片	เศษไม้						
21138			FALSE	Light Shard	빛의 파편	光のかけら	光之碎片	เศษแสง						
21139			FALSE	Darkness Shard	어둠의 파편	闇のかけら	闇之碎片	เศษความมืด						
gacha_pickup_rate_title	가챠	픽업 가챠 골드 캡슐 확률표 타이틀	FALSE	Guardian Appearance List	가디언 등장 리스트	ガーディアン出現リスト	守護者出現列表	รายการ ผู้พิทักษ์ ที่ปรากฏ						
gacha_pickup_rate_bottom		픽업 가챠 골드 캡슐 확률표 하단 설명	FALSE	Increased probability of Guardian being picked up	픽업 대상 가디언 확률 상승	ピックアップ対象ガーディアンの確率上昇	提升特選守護者的機率	เพิ่มอัตราการได้รับ ผู้พิทักษ์ ที่เลือกไว้						
gacha_pickup_rate_locale			FALSE	"<size=""40"">RATE</size> 
<color=#fff476>UP!</color>"	"<size=""40"">확률</size>
<color=#fff476>업!</color>"	"<size=""40"">確率</size>
<color=#fff476>アップ！</color>"	"<size=""40"">機率</size>
<color=#fff476>提升！</color>"	"<size=""40"">โอกาส</size>
<color=#fff476>เพิ่ม!</color>"						
gacha_pickup_rateup_locale			FALSE	 <size="25"><color=#fff476>RATEUP</color></size> <color=#ffde3c><size="40">{0}%</size></color>	<size="20">최대</size> <size="25"><color=#fff476>확률 업</color></size> <color=#ffde3c><size="40">{0}%</size></color>	<size="20">最大</size> <size="25"><color=#fff476>確率アップ</color></size> <color=#ffde3c><size="40">{0}%</size></color>	<size="20">最大</size> <size="25"><color=#fff476>機率提升</color></size> <color=#ffde3c><size="40">{0}%</size></color>	<size="20">สูงสุด</size> <size="25"><color=#fff476>โอกาสเพิ่ม</color></size> <color=#ffde3c><size="40">{0}%</size></color>	{0} : systems 시트의 gacha_pickup_rate_value					
popup_pickup_sales_01			FALSE	"PROBABILITY UP
GOLD CAPSULE
LIMITED TIME SALE!"	확률업 골드캡슐 기간 한정 세일!	確率アップゴールドカプセル期間限定セール！	提升機率黃金膠囊限時優惠！	แคปซูล ทอง ลดราคาช่วงจำกัด!						
popup_pickup_sales_02			FALSE	CAPSULES	가챠	ガチャ	扭蛋	กาชา						
popup_pickup_sales_03			FALSE	RATE UP!	확률 업!	確率アップ！	機率提升！	โอกาสเพิ่ม!						
gacha_premium_pass_checkin		상점 보상 진행도	FALSE	{0} / {1}	보상 진행도 ({0}/{1})	報酬進捗 ( {0}/{1} )	獎勵進度 ( {0}/{1} )	ความคืบหน้ารางวัล ({0}/{1})	{0} : 상품 구매 기간 중 누적 보상 획득 갯수 / {1} 총 보상 갯수 (systems 시트 gacha_premium_pass_count 값				{0}/14	
gacha_premium_pass_claim		보상 수령 가능 버튼	FALSE	DAILY CAPSULE CLAIM	일일 보상 수령하기	日間報酬を受け取る	領取每日獎勵	รับรางวัลรายวัน						
gacha_premium_pass_next		보상 수령 완료 버튼	FALSE	NEXT CAPSULE	다음 보상 수령까지	次回報酬まで	距下一次獎勵	จนกว่าจะได้รับรางวัลครั้งถัดไป	버튼 문구					
gacha_premium_pass_notice			FALSE	After purchase, you can receive Guardian Capsules by logging in daily for 14 days.	구매 후 14일 기간 동안 매일 접속하여 가디언 캡슐을 받을 수 있습니다.	購入後14日間、毎日ログインしてガーディアンカプセルを受け取ることができます。	購買後可在14天期間內每日登入領取守護者膠囊。	หลังจากซื้อแล้ว สามารถรับแคปซูลการ์เดียนได้โดยการเข้าสู่ระบบทุกวันเป็นเวลา 14 วัน						
gacha_premium_pass_info			FALSE	You can receive daily rewards for 14 days after purchasing GOLD CAPSULE PASS. You can receive that day's reward by touching the reward claim button. Please claim your daily rewards from the Gold Capsule Pass in the Special Shop before the date expires.	GOLD CAPSULE PASS 구매 후 14일 동안 매일 보상을 받을 수 있습니다. 보상 받기 버튼을 터치하면 그 날의 보상을 받을 수 있습니다. 날짜가 지나기 전에 스페셜 상점의 골드 캡슐 패스에서 일일 보상을 받아주세요.	GOLD CAPSULE PASS購入後14日間、毎日報酬を受け取ることができます。報酬受け取りボタンをタッチするとその日の報酬を受け取ることができます。日付が過ぎる前にスペシャルショップのゴールドカプセルパスで日次報酬を受け取ってください。	購買GOLD CAPSULE PASS後可在14天內每日領取獎勵。點擊領取獎勵按鈕即可獲得當日獎勵。請在日期過期前於特殊商店的黃金膠囊通行證中領取每日獎勵。	หลังจากซื้อ GOLD CAPSULE PASS แล้วสามารถรับรางวัลได้ทุกวันเป็นเวลา 14 วัน สามารถรับรางวัลของวันนั้นได้โดยการแตะปุ่มรับรางวัล กรุณารับรางวัลประจำวันจาก Gold Capsule Pass ในร้านพิเศษก่อนที่วันที่จะหมดอายุ						
21499		상품 설명	FALSE	"This is a Gold Guardian Capsule with a higher probability. 
Random Guardian Acquisition <color=#2175ff>★3</color>~<color=#eea430>★5</color>"	"확률업 골드 가디언 캡슐입니다.
랜덤 가디언 획득
<color=#2175ff>★3</color>~<color=#eea430>★5</color>"	"確率アップゴールドガーディアンカプセルです。
ランダムにガーディアンを獲得 <color=#2175ff>★3</color>~<color=#eea430>★5</color>"	"機率提升黃金守護者膠囊。
隨機獲得守護者 <color=#2175ff>★3</color>~<color=#eea430>★5</color>"	"แคปซูล ผู้พิทักษ์ ทองเพิ่มโอกาสได้รับ
รับการ์เดียนแบบสุ่ม <color=#2175ff>★3</color>~<color=#eea430>★5</color>"						
21500			FALSE	This is FREE.	무료입니다.	無料です。	免費。	ฟรี						
21501			FALSE	An item that can be used to purchase various products.	다양한 상품을 구매할 수 있는 아이템입니다.	様々な商品を購入できるアイテムです。	可用於購買各種商品的道具。	ไอเท็มที่สามารถใช้ซื้อสินค้าต่างๆ ได้						
21502			FALSE	An item that can be used to purchase various products.	다양한 상품을 구매할 수 있는 아이템입니다.	様々な商品を購入できるアイテムです。	可用於購買各種商品的道具。	ไอเท็มที่สามารถใช้ซื้อสินค้าต่างๆ ได้						
21503			FALSE	Item used for trait enhancement.	특성 강화에 사용되는 아이템입니다.	特性強化に使用されるアイテムです。	用於特性強化的道具。	ไอเทมที่ใช้สำหรับเสริมลักษณะเฉพาะ						
21504			FALSE	Item used for relic enhancement.	유물 강화에 사용되는 아이템입니다.	遺物強化に使用されるアイテムです。	用於遺物強化的道具。	ไอเทมที่ใช้สำหรับเสริมพลังโบราณวัตถุ						
21505			FALSE	Points that can be used to purchase various goods.	다양한 상품들을 구매할 수 있는 포인트입니다.	様々な商品を購入できるポイントです。	可用於購買各種商品的點數。	คะแนนที่ใช้ซื้อสินค้าต่างๆ ได้						
21506			FALSE	Item used to enter PvP.	PvP 입장에 사용되는 아이템입니다.	PvP入場に使用されるアイテムです。	用於進入PvP的道具。	ไอเทมที่ใช้สำหรับเข้า PvP						
21507			FALSE	"[DUNGEON ITEM]
An item required to enter Boss Rush."	"[던전 아이템]
보스 러쉬 입장에 필요한 아이템입니다."	"[ダンジョンアイテム]
ボスラッシュの入場に필요なアイテムです。"	"[地下城道具]
進入頭目衝刺所需的道具。"	"[ไอเท็มดันเจี้ยน]
ไอเท็มที่จำเป็นสำหรับเข้าสู่บอสรัช"						
21508			FALSE	"[DUNGEON ITEM]
An item required to enter Gold Rush."	"[던전 아이템]
골드 러쉬 입장에 필요한 아이템입니다."	"[ダンジョンアイテム]
ゴールドラッシュの入場に必要なアイテムです。"	"[地下城道具]
進入黃金衝刺所需的道具。"	"[ไอเท็มดันเจี้ยน]
ไอเท็มที่จำเป็นสำหรับเข้าสู่โกลด์รัช"						
21509			FALSE	"[DUNGEON ITEM]
An item required to enter Battle Rush."	"[던전 아이템]
배틀 러쉬 입장에 필요한 아이템입니다."	"[ダンジョンアイテム]
バトルラッシュの入場に必要なアイテムです。"	"[地下城道具]
進入戰鬥衝刺所需的道具。"	"[ไอเท็มดันเจี้ยน]
ไอเท็มที่จำเป็นสำหรับเข้าสู่แบทเทิลรัช"						
21510			FALSE	Removes the desired block.	원하는 블록을 제거합니다.	指定したブロックを除去します。	移除指定的方塊。	ลบบล็อกที่ต้องการ						
21511			FALSE	Swaps the positions of adjacent blocks.	인접한 블록의 위치를 바꿉니다.	隣接するブロックの位置を入れ替えます。	交換相鄰方塊的位置。	สลับตำแหน่งของบล็อกที่อยู่ติดกัน						
21512			FALSE	Touch the tile to randomly shuffle the blocks.	타일을 터치하면 블록들을 무작위로 섞습니다.	タイルをタッチするとブロックをランダムにシャッフルします。	觸碰磚塊可隨機打亂方塊。	สัมผัสไทล์เพื่อสับเปลี่ยนบล็อกแบบสุ่ม						
21513			FALSE	This is an item that can be registered anywhere regardless of conditions, even if there is no Guardian who has the parts in the codex.	코덱스에서 파츠를 보유한 가디언이 없더라도 조건 상관없이 어디에나 등록 가능한 아이템 입니다.	"コーデックスでパーツを保有するガーディアンがいなくても
条件に関係なくどこにでも登録可能なアイテムです。"	"即使典籍中沒有擁有零件的守護者
也是可以無條件在任何地方登錄的道具。"	"ไอเทมที่สามารถลงทะเบียนได้ทุกที่โดยไม่มีเงื่อนไข
แม้ว่าจะไม่มีการ์เดียนที่ถือชิ้นส่วนในโค้เด็กซ์"						
21514			FALSE	Item that increases upgrade success rates.	업그레이드의 확률을 올려주는 아이템입니다.	アップグレードの確率を上げてくれるアイテムです。	提高升級成功率的道具。	ไอเทมที่เพิ่มอัตราความสำเร็จในการอัปเกรด						
21515			FALSE	These are ADs.	광고입니다.	広告です。	廣告。	โฆษณา						
21516			FALSE	"Beginner Guardian Capsule. 
Random Guardian Acquisition 
<color=#7f8299>★1</color>~<color=#1ddb16>★2</color>"	"초보자 가디언 캡슐입니다. 
랜덤 가디언 획득 
<color=#7f8299>★1</color>~<color=#1ddb16>★2</color>"	"ビギナーガーディアンカプセルです。
ランダムガーディアン獲得 
<color=#7f8299>★1</color>~<color=#1ddb16>★2</color>"	"新手守護者膠囊。
隨機領取守護者 
<color=#7f8299>★1</color>~<color=#1ddb16>★2</color>"	"แคปซูลการ์เดียนสำหรับมือใหม่
รับการ์เดียนแบบสุ่ม 
<color=#7f8299>★1</color>~<color=#1ddb16>★2</color>"						
21517			FALSE	"Normal Guardian Capsule. 
Random Guardian Acquisition 
<color=#1ddb16>★2</color>~<color=#2175ff>★3</color>"	"노말 가디언 캡슐입니다. 
랜덤 가디언 획득 
<color=#1ddb16>★2</color>~<color=#2175ff>★3</color>"	"ノーマルガーディアンカプセルです。
ランダムガーディアン獲得 
<color=#1ddb16>★2</color>~<color=#2175ff>★3</color>"	"普通守護者膠囊。
隨機領取守護者 
<color=#1ddb16>★2</color>~<color=#2175ff>★3</color>"	"แคปซูลการ์เดียนธรรมดา 
รับการ์เดียนแบบสุ่ม 
<color=#1ddb16>★2</color>~<color=#2175ff>★3</color>"						
21518			FALSE	"Gold Guardian Capsule. 
Random Guardian Acquisition
<color=#2175ff>★3</color>~<color=#eea430>★5</color>"	"골드 가디언 캡슐입니다. 
랜덤 가디언 획득 
<color=#2175ff>★3</color>~<color=#eea430>★5</color>"	"ゴールドガーディアンカプセルです。
ランダムガーディアン獲得 
<color=#2175ff>★3</color>~<color=#eea430>★5</color>"	"黃金守護者膠囊。
隨機領取守護者 
<color=#2175ff>★3</color>~<color=#eea430>★5</color>"	"แคปซูลการ์เดียนทอง 
รับการ์เดียนแบบสุ่ม 
<color=#2175ff>★3</color>~<color=#eea430>★5</color>"						
21519			FALSE	This is an item required for Guardian fusion.	가디언 합성에 필요한 아이템입니다.	ガーディアン合成に必要なアイテムです。	合成守護者所需的道具。	ไอเทมที่จำเป็นสำหรับการรวมการ์เดียน						
21520			FALSE	Item used to enter PvP.	PvP 입장에 사용되는 티켓입니다.	PvP入場に使用されるチケットです。	用於進入PvP對戰的門票。	ตั๋วที่ใช้สำหรับเข้าร่วม PvP						
21521			FALSE	"Royal Guardian Capsule.
Random Guardian Acquisition 
<color=#b146ff>★4</color>~<color=#eea430>★5</color>"	"로얄 가디언 캡슐입니다.
랜덤 가디언 획득
<color=#b146ff>★4</color>~<color=#eea430>★5</color>"	"ロイヤルガーディアンカプセルです。
ランダムガーディアン獲得
<color=#b146ff>★4</color>~<color=#eea430>★5</color>"	"皇家守護者膠囊。
隨機領取守護者
<color=#b146ff>★4</color>~<color=#eea430>★5</color>"	"แคปซูลการ์เดียนรอยัล
รับการ์เดียนแบบสุ่ม
<color=#b146ff>★4</color>~<color=#eea430>★5</color>"						
21522			FALSE	"This is the Gem Guardian Capsule
-"	"젬 가디언 캡슐입니다
-"	"これはジェムガーディアンカプセルです
-"	"這是寶石守護者膠囊
-"	"นี่คือ GEM Guardian Capsule
-"						
21540			FALSE	Available	구매 가능	購入可能	可購買	ซื้อได้						
21523	인벤토리	무료 캡슐 (조각)	FALSE	"Free guardian capsule fragment. When used, consumes 100 pieces to convert into a FREE CAPSULE. 
Random guardian acquisition
<color=#7f8299>★1</color>~<color=#1ddb16>★2</color>"	"무료 가디언 캡슐 조각입니다. 사용 시 100개를 소모하여 FREE CAPSULE로 변환할 수 있습니다.
랜덤 가디언 획득
<color=#7f8299>★1</color>~<color=#1ddb16>★2</color>"	無料ガーディアンカプセルの欠片です。使用時に100個を消費してFREE CAPSULEに変換できます。ランダムガーディアン獲得 <color=#7f8299>★1</color>~<color=#1ddb16>★2</color>	免費守護者膠囊碎片。使用時消耗100個可轉換為FREE CAPSULE。隨機守護者獲得 <color=#7f8299>★1</color>~<color=#1ddb16>★2</color>	ชิ้นส่วนแคปซูลการ์เดียนฟรี เมื่อใช้งานจะใช้ 100 ชิ้นเพื่อแปลงเป็น FREE CAPSULE การได้รับการ์เดียนแบบสุ่ม <color=#7f8299>★1</color>~<color=#1ddb16>★2</color>						
21524		노멀 캡슐 (조각)	FALSE	"Normal guardian capsule fragment. When used, consumes 100 pieces to convert into a NORMAL CAPSULE. 
Random guardian acquisition
<color=#1ddb16>★2</color>~<color=#2175ff>★3</color>"	"노말 가디언 캡슐 조각입니다. 사용 시 100개를 소모하여 NORMAL CAPSULE로 변환할 수 있습니다.
랜덤 가디언 획득
<color=#1ddb16>★2</color>~<color=#2175ff>★3</color>"	ノーマルガーディアンカプセルの欠片です。使用時に100個を消費してNORMAL CAPSULEに変換できます。ランダムガーディアン獲得 <color=#1ddb16>★2</color>~<color=#2175ff>★3</color>	普通守護者膠囊碎片。使用時消耗100個可轉換為NORMAL CAPSULE。隨機守護者獲得 <color=#1ddb16>★2</color>~<color=#2175ff>★3</color>	ชิ้นส่วนแคปซูลการ์เดียนธรรมดา เมื่อใช้งานจะใช้ 100 ชิ้นเพื่อแปลงเป็น NORMAL CAPSULE การได้รับการ์เดียนแบบสุ่ม <color=#1ddb16>★2</color>~<color=#2175ff>★3</color>						
21525		골드 캡슐 (조각)	FALSE	"Gold guardian capsule fragment. When used, consumes 100 pieces to convert into a GOLD CAPSULE. 
Random guardian acquisition 
<color=#2175ff>★3</color>~<color=#eea430>★5</color>"	"골드 가디언 캡슐 조각입니다. 사용 시 100개를 소모하여 GOLD CAPSULE로 변환할 수 있습니다.
랜덤 가디언 획득
<color=#2175ff>★3</color>~<color=#eea430>★5</color>"	ゴールドガーディアンカプセルの欠片です。使用時に100個を消費してGOLD CAPSULEに変換できます。ランダムガーディアン獲得 <color=#2175ff>★3</color>~<color=#eea430>★5</color>	黃金守護者膠囊碎片。使用時消耗100個可轉換為GOLD CAPSULE。隨機守護者獲得 <color=#2175ff>★3</color>~<color=#eea430>★5</color>	ชิ้นส่วนแคปซูลการ์เดียนทอง เมื่อใช้งานจะใช้ 100 ชิ้นเพื่อแปลงเป็น GOLD CAPSULE การได้รับการ์เดียนแบบสุ่ม <color=#2175ff>★3</color>~<color=#eea430>★5</color>						
21526		에메랄드 (콘텐츠 미해금)	FALSE	"Need to unlock TRAIT. 
Account level:6"	"콘텐츠 해금이 필요합니다.
Account level:4"	"コンテンツの解放が必要です。
アカウントLV：4"	"需解鎖內容。
帳號等級：4"	"ต้องปลดล็อกเนื้อหา
ระดับบัญชี: 4"					contents_unlock의 해금 레벨	
21527		코덱스 (콘텐츠 미해금)	FALSE	"Need to unlock CODEX. 
Account level:6"	"콘텐츠 해금이 필요합니다.
Account level:5"	"コンテンツの解放が必要です。
アカウントLV：5"	"需解鎖內容。
帳號等級：5"	"ต้องปลดล็อกเนื้อหา
ระดับบัญชี: 5"					contents_unlock의 해금 레벨	
21528		루비 (콘텐츠 미해금)	FALSE	"Need to unlock ARTIFACT.
Account level:6"	"콘텐츠 해금이 필요합니다.
Account level:6"	"コンテンツの解放が必要です。
アカウントLV：6"	"需解鎖內容。
帳號等級：6"	"ต้องปลดล็อกเนื้อหา
ระดับบัญชี: 6"					contents_unlock의 해금 레벨	
21529		이벤트 전리품	FALSE	gem can be used for EVENT SHOP.	전리품 상점에서 사용하는 재화입니다.	戦利品ショップで使用する通貨です。	在戰利品商店中使用的貨幣。	สกุลเงินที่ใช้ในร้านค้าของรางวัล						
21531		퓨전 코어 (조각)	FALSE	"This is a fusion core piece. Spend 100 pieces to get a fusion core.
"	퓨전 코어 조각입니다 .사용 시 100개를 소모하여 퓨전 코어 1개를 획득할 수 있습니다.	合成コアのかけらです。100個で合成コア1個を獲得できます。	這是融合核心碎片。使用100個可領取1個融合核心。	ชิ้นส่วน แกนฟิวชัน ใช้ 100 ชิ้นเพื่อรับ แกนฟิวชัน 1 ชิ้น						
21532		내구도 수리권	FALSE	Fully restores the energy of the selected Guardian.	선택한 가디언의 내구도를 완전히 회복합니다.	選択したガーディアンの耐久度を完全回復します。	完全恢復選擇守護者的耐久度。	ฟื้นฟูความทนทานของการ์เดียนที่เลือกอย่างสมบูรณ์						
21533		빛과 어둠의 캡슐 설명	FALSE	This is a <color=#FFD669>LIGHT</color> and <color=#AD75FF>DARK</color> guardian capsule. Random guardian<color=#1ddb16>★2</color>~<color=#eea430>★5</color>	<color=#FFD669>빛</color>과 <color=#AD75FF>어둠</color>의 가디언 캡슐입니다. 랜덤 가디언 <color=#1ddb16>★2</color>~<color=#eea430>★5</color> 획득	<color=#FFD669>光</color>と<color=#AD75FF>闇</color>のガーディアンカプセルです。ランダムガーディアン <color=#1ddb16>★2</color>~<color=#eea430>★5</color> 獲得	這是<color=#FFD669>光</color>與<color=#AD75FF>暗</color>守護者膠囊。獲得隨機守護者 <color=#1ddb16>★2</color>~<color=#eea430>★5</color>	นี่คือแคปซูลผู้พิทักษ์<color=#FFD669>แสง</color>และ<color=#AD75FF>ความมืด</color> ได้รับผู้พิทักษ์แบบสุ่ม <color=#1ddb16>★2</color>~<color=#eea430>★5</color>						
21534		빛과 어둠의 패키지 상품 설명	FALSE	This product includes <color=#FFD669>LIGHT</color> and <color=#AD75FF>DARK</color> Guardian capsules.	<color=#FFD669>빛</color>과 <color=#AD75FF>어둠</color>의 가디언 캡슐이 포함된 상품입니다.	<color=#FFD669>光</color>と<color=#AD75FF>闇</color>のガーディアンカプセルが含まれた商品です。	這是包含<color=#FFD669>光</color>與<color=#AD75FF>暗</color>守護者膠囊的商품。	นี่คือสินค้าที่รวมแคปซูลผู้พิทักษ์<color=#FFD669>แสង</color>และ<color=#AD75FF>ความมืด</color>						
21535			FALSE	IAP desc	IAP desc	IAP desc	IAP desc	IAP desc						
21536			FALSE	TGE-points with no utility that can be obtained from BOCA missions.	BOCA 미션에서 획득 가능한, 유틸리티가 없는 TGE-point 입니다.	BOCAミッションで獲得可能な、ユーティリティのないTGE-pointです。	可從BOCA任務中獲得的無實用功能TGE-point。	TGE-point ที่ไม่มียูทิลิตี้ซึ่งสามารถได้รับจากภารกิจ BOCA						
21537			FALSE	KAIA desc	KAIA desc	KAIA desc	KAIA desc	KAIA desc						
21538			FALSE	TGE-points with no utility that can be obtained from BOCA missions.	BOCA 미션에서 획득 가능한, 유틸리티가 없는 TGE-point 입니다.	BOCAミッションで獲得可能な、ユーティリティのないTGE-pointです。	可從BOCA任務中獲得的無實用功能TGE-point。	TGE-point ที่ไม่มียูทิลิตี้ซึ่งสามารถได้รับจากภารกิจ BOCA						
21539		보라토큰 설명	FALSE	$BORA TOKEN	$BORA TOKEN	$BORA TOKEN	$BORA TOKEN	$BORA TOKEN						
21541			FALSE	A package containing Event League Tickets and Gold Capsules.	이벤트 리그 티켓과 골드 캡슐 포함된 상품입니다.	イベントリーグチケットとゴールドカプセルが含まれた商品です。	包含活動聯賽門票和黃金膠囊的商品。	แพ็คเกจที่มีตั๋วลีกอีเวนต์และแคปซูลทองคำ						
